elapsed_s,err_x_px,err_pitch_px,target_roll_us,target_pitch_us,actual_roll_deg,actual_pitch_deg,vib_x,vib_y,vib_z,aligned
0.000,-60,-35,1400,1400,-1.26,-0.74,2.6133,3.3916,5.7548,0
0.018,-60,-35,1491,1490,-1.26,-0.74,2.6133,3.3916,5.7548,0
0.036,-60,-35,1491,1490,-1.26,-0.74,2.6133,3.3916,5.7548,0
0.053,-60,-35,1491,1490,-1.26,-0.74,2.6133,3.3916,5.7548,0
0.070,-61,-35,1485,1490,-1.26,-0.74,2.6133,3.3916,5.7548,0
0.087,-60,-35,1497,1490,-1.26,-0.74,2.6133,3.3916,5.7548,0
0.104,-60,-35,1491,1490,-1.26,-0.74,2.6133,3.3916,5.7548,0
0.121,-60,-35,1491,1490,-1.28,-1.14,2.6133,3.3916,5.7548,0
0.139,-60,-35,1491,1490,-1.28,-1.14,2.6133,3.3916,5.7548,0
0.157,-60,-35,1491,1490,-1.28,-1.14,2.6133,3.3916,5.7548,0
0.174,-60,-35,1491,1490,-1.28,-1.14,2.8666,3.5697,6.0763,0
0.191,-59,-35,1497,1490,-1.28,-1.14,2.8666,3.5697,6.0763,0
0.211,-59,-35,1492,1490,-1.28,-1.14,2.8666,3.5697,6.0763,0
0.231,-58,-35,1497,1490,-1.28,-1.14,2.8666,3.5697,6.0763,0
0.248,-58,-34,1492,1493,-1.28,-1.14,2.8666,3.5697,6.0763,0
0.266,-58,-34,1492,1490,-1.28,-1.14,2.8666,3.5697,6.0763,0
0.284,-58,-34,1492,1490,-1.28,-1.14,2.8666,3.5697,6.0763,0
0.301,-58,-34,1492,1490,-1.28,-1.14,2.8666,3.5697,6.0763,0
0.320,-57,-34,1497,1490,-1.28,-1.14,2.8666,3.5697,6.0763,0
0.338,-57,-34,1492,1490,-1.28,-1.14,2.8666,3.5697,6.0763,0
0.355,-56,-34,1498,1490,-1.28,-1.14,2.8666,3.5697,6.0763,0
0.372,-55,-34,1498,1490,-1.35,-1.07,2.8666,3.5697,6.0763,0
0.390,-55,-34,1492,1490,-1.35,-1.07,2.8666,3.5697,6.0763,0
0.407,-54,-34,1498,1490,-1.35,-1.07,2.8666,3.5697,6.0763,0
0.424,-54,-34,1492,1490,-1.35,-1.07,3.2429,3.2607,7.3304,0
0.441,-54,-34,1492,1490,-1.35,-1.07,3.2429,3.2607,7.3304,0
0.459,-54,-34,1492,1490,-1.35,-1.07,3.2429,3.2607,7.3304,0
0.477,-53,-34,1498,1490,-1.35,-1.07,3.2429,3.2607,7.3304,0
0.495,-53,-34,1492,1490,-1.35,-1.07,3.2429,3.2607,7.3304,0
0.513,-53,-34,1492,1490,-1.35,-1.07,3.2429,3.2607,7.3304,0
0.531,-52,-34,1498,1490,-1.35,-1.07,3.2429,3.2607,7.3304,0
0.549,-52,-34,1493,1490,-1.35,-1.07,3.2429,3.2607,7.3304,0
0.566,-52,-34,1493,1490,-1.35,-1.07,3.2429,3.2607,7.3304,0
0.584,-51,-34,1499,1490,-1.35,-1.07,3.2429,3.2607,7.3304,0
0.602,-51,-34,1493,1490,-1.35,-1.07,3.2429,3.2607,7.3304,0
0.620,-51,-33,1493,1493,-1.12,-1.01,3.2429,3.2607,7.3304,0
0.638,-50,-33,1498,1490,-1.12,-1.01,3.2429,3.2607,7.3304,0
0.655,-49,-33,1499,1490,-1.12,-1.01,3.2429,3.2607,7.3304,0
0.673,-48,-33,1499,1490,-1.12,-1.01,2.8103,3.3583,6.6788,0
0.690,-47,-32,1499,1493,-1.12,-1.01,2.8103,3.3583,6.6788,0
0.707,-46,-32,1499,1490,-1.12,-1.01,2.8103,3.3583,6.6788,0
0.725,-45,-32,1499,1490,-1.12,-1.01,2.8103,3.3583,6.6788,0
0.743,-44,-32,1500,1490,-1.12,-1.01,2.8103,3.3583,6.6788,0
0.761,-43,-33,1499,1487,-1.12,-1.01,2.8103,3.3583,6.6788,0
0.778,-42,-33,1500,1490,-1.12,-1.01,2.8103,3.3583,6.6788,0
0.795,-41,-33,1500,1490,-1.12,-1.01,2.8103,3.3583,6.6788,0
0.812,-40,-32,1500,1493,-1.12,-1.01,2.8103,3.3583,6.6788,0
0.832,-39,-31,1500,1493,-1.12,-1.01,2.8103,3.3583,6.6788,0
0.849,-37,-31,1505,1491,-1.12,-1.01,2.8103,3.3583,6.6788,0
0.867,-36,-31,1500,1491,-1.02,-0.84,2.8103,3.3583,6.6788,0
0.886,-36,-31,1495,1491,-1.02,-0.84,2.8103,3.3583,6.6788,0
0.906,-35,-31,1500,1491,-1.02,-0.84,2.8103,3.3583,6.6788,0
0.925,-34,-31,1500,1491,-1.02,-0.84,2.6262,3.6411,5.8373,0
0.943,-31,-31,1512,1491,-1.02,-0.84,2.6262,3.6411,5.8373,0
0.960,-31,-32,1496,1488,-1.02,-0.84,2.6262,3.6411,5.8373,0
0.978,-30,-31,1501,1494,-1.02,-0.84,2.6262,3.6411,5.8373,0
0.995,-30,-31,1496,1491,-1.02,-0.84,2.6262,3.6411,5.8373,0
1.013,-29,-31,1501,1491,-1.02,-0.84,2.6262,3.6411,5.8373,0
1.031,-27,-30,1506,1494,-1.02,-0.84,2.6262,3.6411,5.8373,1
1.049,-26,-30,1501,1491,-1.02,-0.84,2.6262,3.6411,5.8373,1
1.066,-25,-30,1502,1491,-1.02,-0.84,2.6262,3.6411,5.8373,1
1.083,-24,-30,1502,1491,-1.02,-0.84,2.6262,3.6411,5.8373,1
1.100,-22,-30,1508,1491,-1.02,-0.84,2.6262,3.6411,5.8373,1
1.117,-20,-30,1508,1491,-0.46,-0.56,2.6262,3.6411,5.8373,1
1.134,-19,-30,1502,1491,-0.46,-0.56,2.6262,3.6411,5.8373,1
1.153,-18,-30,1502,1491,-0.46,-0.56,2.6262,3.6411,5.8373,1
1.176,-18,-29,1498,1494,-0.46,-0.56,3.0228,3.1909,7.3661,1
1.193,-16,-29,1508,1491,-0.46,-0.56,3.0228,3.1909,7.3661,1
1.211,-15,-29,1503,1491,-0.46,-0.56,3.0228,3.1909,7.3661,1
1.228,-15,-29,1498,1491,-0.46,-0.56,3.0228,3.1909,7.3661,1
